customerID,gender,SeniorCitizen,MaritalStatus,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,InternationalPlan,VoiceMailPlan,NumbervMailMessages,TotalDayMinutes,TotalDayCalls,TotalEveMinutes,TotalEveCalls,TotalNightMinutes,TotalNightCalls,TotalIntlMinutes,TotalIntlCalls,CustomerServiceCalls,TotalCall,TotalRevenue,Churn
1257-SXUXQ,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,No,0,261.4,108,154.5,102,130.9,90,11.6,2,1,303,86.1,No
1258-YMZNM,Female,1,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,No,0,190.4,91,92,107,224.8,108,13.6,17,2,325,2857.6,No
1262-OPMFY,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,No,0,236.4,73,287.3,120,192,94,13.8,4,1,292,655.9,Yes
1265-HVPZB,Male,0,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),No,No,0,209.9,105,121.9,105,253.7,104,9.6,4,1,319,3958.2,No
1266-NZYUI,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),No,No,0,142.2,107,262.4,84,139.2,99,10.1,5,1,296,4758.8,No
1269-FOYWN,Male,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),No,No,0,168.6,99,175.6,107,243.3,92,10.9,7,0,305,860.9,No
1270-XKUCC,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,Yes,25,191.3,95,250.7,136,249.4,86,17.6,5,2,324,599.3,No
1272-ILHFG,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,Yes,33,183.3,115,201.4,87,177.4,84,10.4,15,3,304,332.7,No
1285-OKIPP,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,No,Yes,27,187.5,124,146.6,103,225.7,129,6.4,6,4,366,79.9,Yes
1293-BSEUN,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,No,Yes,44,152,95,274.9,73,162.4,121,10,1,2,292,1482.3,No
1293-HHSHJ,Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,Yes,40,236.5,111,117,110,221.1,115,8.1,3,2,341,741.0,No
1297-VQDRP,Male,1,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No,No,0,216.2,95,185.7,105,300,143,10,5,2,350,7379.8,No
1302-TPUBN,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,No,0,166.4,117,317,129,160.4,121,10,2,1,370,1240.8,No
1302-UHBDD,Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,No,No,0,166.6,61,218.8,107,208.3,131,8.2,6,7,312,1648.5,No
1303-SRDOK,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),No,Yes,37,161.2,109,204.2,79,231.5,87,8.9,4,1,280,3842.6,No
1304-BCCFO,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,No,No,0,149.7,119,182.2,115,261.5,126,9.7,8,0,368,564.4,No
1306-RPWXZ,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,No,0,159.7,83,155.4,121,255.7,114,8.4,3,1,322,1024.7,No
1307-ATKGB,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,No,No,0,195.4,116,212.1,101,138.4,134,15.1,11,1,363,2187.2,No
1307-TVUFB,Male,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,Yes,30,179.2,105,283.2,83,228.1,77,14.7,5,1,271,3344.1,No
1319-YLZJG,Male,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,No,No,0,163.8,73,255.6,85,192.9,95,15.7,4,0,257,959.9,No
1328-EUZHC,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,No,0,213.1,105,206.2,108,163.4,93,8.9,3,0,309,370.5,No
1335-MXCSE,Male,0,Yes,Yes,55,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),No,Yes,14,143.2,99,169.9,91,221.6,77,11.6,1,1,269,3119.9,No
1336-EZFZY,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,Yes,39,236.1,107,289.2,110,175.4,107,9.1,4,2,330,83.3,No
1345-GKDZZ,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,Yes,43,206.7,79,174.6,122,241.5,80,10.9,3,1,285,128.6,No
1345-ZUKID,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,No,0,61.9,78,262.6,114,212.5,110,8.8,2,3,307,324.8,No
1346-PJWTK,Male,0,Yes,No,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),No,No,0,154.6,56,263,84,367.7,89,15.5,2,1,232,5731.9,No
1347-KTTTA,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),No,No,0,151.7,82,119,105,180,100,10.5,6,0,293,6654.1,No
1349-WXNGG,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),Yes,No,0,190.5,108,259.7,108,141.5,111,9.7,2,2,331,20.1,Yes
1352-HNSAW,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,No,0,223.8,67,244.8,74,223.8,156,12.3,5,3,305,8220.4,No
1353-GHZOS,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),No,Yes,36,230.9,92,167.6,121,270,87,7.6,4,3,307,1374.4,No
1353-LJWEM,Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,No,No,0,204.5,108,162.4,110,155,102,13.4,1,3,324,688.5,No
1354-YZFNB,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,No,0,232.7,114,186.4,123,153.3,122,11.5,6,5,370,68.8,No
1356-MKYSK,Male,0,No,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),No,Yes,32,50.6,62,201.4,87,146.8,121,4.2,4,2,276,483.3,No
1357-MVDOZ,Male,0,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No,Yes,38,169.3,88,225.9,97,172,86,8.2,3,0,274,683.3,No
1360-JYXKQ,Female,1,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,No,No,0,260.9,85,168.5,103,178.3,91,13.3,5,3,287,5437.1,No
1371-WEPDS,Male,1,Yes,No,40,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,No,No,0,156,141,256.8,72,175.3,123,11.9,5,2,343,2283.3,No
1376-HHBDV,Female,0,No,No,30,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,No,No,0,154.5,84,216.2,91,229.8,82,13.7,3,1,261,1536.8,No
1385-TQOZW,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),No,Yes,39,169.8,105,65.2,116,144.4,92,10.9,4,1,318,147.6,No
1386-ZIKUV,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No,No,0,192,89,139.5,88,187.4,102,5.5,4,2,285,130.6,No
1391-UBDAR,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,Yes,No,0,180.9,114,209.5,118,249.9,105,7.4,4,2,343,818.5,No
1393-IMKZG,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,No,0,101.2,122,141.6,87,198.5,124,7.5,3,2,338,95.9,No
1394-SUIUH,Female,1,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,No,No,0,116.7,92,213.8,112,214.3,112,9.7,6,2,324,3670.5,No
1395-WSWXR,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,Yes,28,105.9,132,231.7,107,281.3,120,10.7,5,1,365,487.1,No
1396-QWFBJ,Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes,Yes,44,103.2,117,236.3,86,203.5,101,11.9,2,0,306,1565.7,Yes
1399-OUPJN,Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No,No,0,115.4,137,178.7,70,185.7,113,6,3,3,326,1272.1,No
1399-UBQIU,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,No,0,203.4,110,128.7,97,190.5,113,11,4,1,325,712.3,No
1401-FTHFQ,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),No,No,0,158.8,53,188.5,132,189.3,87,9.8,4,2,278,445.3,No
1402-PTHGN,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,No,Yes,38,196.8,92,254.2,108,261.8,85,7.7,2,1,288,1087.5,No
1403-GYAFU,Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,No,0,223,121,110.1,98,188.7,107,7.1,12,0,338,1360.3,No
1403-LKLIK,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,Yes,21,138.1,113,260.1,83,135.4,118,8.2,2,2,318,579.4,No
1406-PUQVY,Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,No,No,0,229.3,93,184.5,111,168.2,91,8.8,3,2,300,49.9,No
1407-DIGZV,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,No,0,197.1,117,227.8,128,214,101,9.3,11,0,357,52.0,No
1410-RSCMR,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),No,Yes,38,236.3,102,195.9,112,183.5,82,9.7,6,1,303,515.8,No
1414-YADCW,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),No,No,0,183.2,131,179.2,73,292.8,100,9.9,5,2,311,5706.2,No
1423-BMPBQ,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No,No,0,110.3,107,166.5,93,202.3,96,9.5,5,0,301,19.0,No
1427-VERSM,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,No,Yes,23,245,88,265,105,239.7,108,14.9,3,2,306,5669.5,No
1428-GTBJJ,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,No,0,115,65,122.3,96,245,75,6.4,1,0,237,824.8,Yes
1429-UYJSV,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,No,0,139.4,81,223.7,113,173.1,77,13.6,6,1,278,260.9,No
1431-AIDJQ,Male,0,Yes,Yes,33,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,No,0,168.6,87,259.2,105,279.8,123,7.3,4,1,320,2603.1,No
1431-CYWMH,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),No,Yes,36,115.4,98,166.2,83,184.7,79,15.2,6,2,268,454.1,No
1436-ZMJAN,Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No,No,0,151,102,131.4,101,186.6,86,9.9,7,0,296,653.2,No
1439-LCGVL,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,No,0,109,69,265.8,98,228.3,80,12.6,2,1,250,459.6,No
1442-OKRJE,Male,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,Yes,29,155.4,110,188.5,104,254.9,118,8,4,3,339,7031.3,No
1447-PJGGA,Female,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,Yes,Yes,28,156.1,89,107.1,114,167.7,95,14.7,3,0,301,5464.7,Yes
1448-PWKYE,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,No,No,0,209.4,151,347.3,113,246,116,7.4,2,1,383,80.0,Yes
1452-KIOVK,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),No,Yes,22,124.5,94,231.7,90,222.2,108,6.4,12,1,305,1949.4,No
1452-VOQCH,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,No,0,124.4,74,320.9,78,157.2,126,10.4,4,2,284,75.1,No
1452-XRSJV,Female,0,Yes,Yes,39,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),No,Yes,28,206.9,126,264.4,126,171.8,124,9.3,11,2,389,2066.0,No
1453-RZFON,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,No,No,0,143.6,88,141.8,86,194,83,10.8,5,3,265,49.9,No
1456-TWCGB,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,No,No,0,206.4,122,128,102,194.5,84,8.8,5,2,315,208.5,No
1460-UZPRJ,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,No,0,147.1,80,199.7,100,160.7,106,13.7,7,0,293,1258.2,No
1465-LNTLJ,Male,1,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),No,No,0,128.2,87,133.2,105,177.6,123,11.2,2,1,318,581.7,No
1465-WCZVT,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,No,0,126.3,99,141.6,106,255.9,96,9.6,2,0,303,60.7,No
1471-GIQKQ,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,No,No,0,161,113,208,134,208.1,81,8.4,4,3,335,50.0,No
1472-TNCWL,Male,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,No,No,0,144.3,116,156.4,74,214.7,90,7.8,10,3,293,3512.5,No
1475-VWVDO,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,No,Yes,32,138.1,91,167.3,72,238.9,115,6.8,3,2,283,490.6,No
1478-VPOAD,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,No,No,0,100.1,90,233.3,93,204.4,57,11.1,8,3,251,43.8,No
1480-BKXGA,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No,No,0,146.9,94,114.3,111,114.5,97,11.4,5,3,310,8404.9,No
1488-SYSFC,Male,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,No,No,0,142.4,126,126.2,118,274.2,71,4.6,4,1,320,702.1,No
1494-EJZDW,Female,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,No,0,258.4,132,126.8,119,182.4,87,9.7,8,4,350,220.8,No
1498-DQNRX,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,No,0,187.4,101,199.9,126,216.1,107,12.6,8,1,343,573.1,No
1498-NHTLT,Male,0,Yes,Yes,59,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,No,Yes,35,182.8,122,212.7,119,193.8,103,11,2,1,347,5186.0,No
1501-SGHBW,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,No,Yes,35,110.5,101,208.3,81,87.4,77,13.9,2,4,265,81.0,Yes
1508-DFXCU,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,No,Yes,29,244.3,140,322.3,89,166.8,83,10.6,6,0,318,912.0,No
1513-XNPPH,Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,Yes,No,0,258,112,246.5,117,173.2,100,10.9,3,0,332,1095.7,Yes
1518-OMDIK,Male,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,No,0,161.6,104,196.3,119,294.8,111,13.8,2,1,337,1462.6,No
1525-LNLOJ,Male,0,Yes,Yes,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),No,No,0,166,79,74.6,100,247.9,74,6.3,7,0,260,4189.7,No
1534-OULXE,Female,0,Yes,Yes,61,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),No,No,0,96.1,103,246.8,134,229.7,92,9.7,4,1,334,2961.4,No
1536-HBSWP,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,Yes,No,0,204.4,135,219.1,90,222.7,114,10.5,6,3,348,49.9,No
1539-LNKHM,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,Yes,31,171.2,104,193.6,74,196.5,85,10.2,4,1,268,266.6,No
1544-JJMYL,Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),No,Yes,26,208,115,185,113,177.7,144,8.1,9,1,382,1927.3,No
1545-ACTAS,Female,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),No,Yes,19,165.8,122,186.9,89,249.7,78,0,0,1,290,4977.2,No
1550-LOAHA,Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),No,No,0,231.2,141,267.8,136,240.3,100,8.8,5,1,383,2586.0,Yes
1552-CZCLL,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No,No,0,153.9,117,220.1,122,280.5,147,8.5,3,2,391,1087.3,No
1552-TKMXS,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),No,Yes,33,145,72,194.5,157,242.3,138,14.2,3,2,372,869.9,No
1557-EMYVT,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),No,Yes,40,105.2,61,341.3,79,165.7,97,6.3,3,2,242,4895.1,No
1561-BWHIN,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,No,Yes,19,154.6,100,241.6,109,160,112,12.6,1,3,325,344.5,No
1563-IWQEX,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,No,0,231,115,230.4,140,261.4,120,9.5,3,1,379,220.4,No
1564-HJUVY,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No,No,0,207.8,92,195.7,110,184.8,124,13.1,4,0,330,226.2,No
1573-LGXBA,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),No,No,0,182.5,104,204.7,95,229.9,100,11.3,8,4,311,5598.0,No
1574-DYCWE,Female,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,Yes,29,236.3,105,190.8,114,129,105,7.2,2,3,329,1028.8,No
1575-KRZZE,Female,0,No,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,Yes,No,0,183,110,206.7,93,203.8,119,11.1,6,1,329,220.7,No
1576-PFZIW,Male,1,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),No,Yes,29,198.8,122,238.6,114,289.5,69,11.5,5,1,311,7511.9,No
1580-BMCMR,Male,1,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,No,0,232.4,76,153.3,103,214.6,107,10.5,2,1,289,1637.3,No
1589-AGTLK,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,Yes,Yes,29,220.7,82,217.7,110,190.5,100,13.2,6,1,299,141.5,Yes
1591-XWLGB,Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,Yes,14,199.1,100,221.8,103,65.7,91,4.2,1,1,296,1379.6,No
1596-OQSPS,Female,0,No,No,11,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,No,No,0,216.8,77,207.3,117,228.6,117,5.6,2,1,314,531.2,No
1599-MMYRQ,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),No,No,0,152.9,119,171.2,107,257,106,12,5,2,339,4983.1,No
1600-DILPE,Female,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No,No,0,205.2,106,99.5,122,189.5,75,13.4,3,1,307,524.4,No
1612-EOHDH,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,Yes,No,0,122,110,220.2,100,179.7,124,10.8,2,2,338,45.2,Yes
1614-JBEBI,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,Yes,No,0,193.7,108,186.6,98,223,100,11.6,8,0,314,137.6,No
1622-HSHSF,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No,Yes,33,253.1,112,210.1,94,95,98,11.9,4,3,311,19.6,No
1624-WOIWJ,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,No,No,0,154.2,123,112.3,86,246.4,75,15.4,4,4,292,832.1,Yes
1627-AFWVJ,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,No,0,241.7,137,135.8,100,277.6,123,13.1,3,0,363,554.3,No
1628-BIZYP,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,No,No,0,240.2,67,153,98,249,72,10.2,6,2,245,85.0,No
1629-DQQVB,Female,0,No,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),No,No,0,163.1,119,249.4,51,168.2,77,9,10,1,258,709.5,No
1635-FJFCC,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),No,No,0,171.7,80,110.4,81,195.4,111,11.9,4,2,278,202.2,No
1635-HDGFT,Female,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,No,No,0,140,106,153.7,101,50.1,87,12.5,1,2,297,398.6,No
1640-PLFMP,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,No,0,227.4,121,268.5,89,143.3,82,13,4,1,297,70.3,No
1641-BYBTK,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,No,No,0,75,116,248.7,87,176,83,9.5,6,3,295,98.4,No
1657-DYMBM,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No,Yes,26,254.9,108,243.2,135,190.8,95,5.4,3,2,343,1110.1,No
1658-TJVOA,Female,1,No,No,6,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,No,No,0,221.2,80,213.6,104,291.8,89,11.9,3,4,280,450.9,No
1663-MHLHE,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,No,No,0,150.6,85,119,128,232.9,123,6.4,2,1,339,19.2,No
1670-SVOWZ,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),No,Yes,35,197.3,134,141.1,99,212.1,90,10.1,4,2,329,1208.4,Yes
